Time,A1,A2,B1,B2,C1,C2,D1,D2,E1,E2,F1,F2,G1,G2,H1,H2,A3,A4,B3,B4,C3,C4,D3,D4,E3,E4,F3,F4,G3,G4,H3,H4,A5,A6,B5,B6,C5,C6,D5,D6,E5,E6,F5,F6,G5,G6,H5,H6,A9,A10,B9,B10,C9,C10,D9,D10,E9,E10,F9,F10,G9,G10,H9,H10,A11,A12,B11,B12,C11,C12,D11,D12,E11,E12,F11,F12,G11,G12,H11,H12,A7,A8,B7,B8,C7,C8,D7,D8,E7,E8,F7,F8,G7,G8,H7,H8
18:35:02,0.0042,0.0062,0.0142,0.0082,0.0122,0.0192,0.0102,0.0342,0.0362,0.0132,0.0502,0.0132,0.0392,0.0172,0.3962,0.3972,0.0032,0.0042,0.0062,0.0092,0.0082,0.0092,0.0082,0.0092,0.0112,0.0132,0.0202,0.0132,0.0332,0.2472,0.4022,0.4052,0.0012,0.0002,0.5552,0.5612,0.5282,0.5402,0.5142,0.5382,0.5182,0.5422,0.5052,0.5172,0.7572,0.5082,0.5092,0.4912,0.0038,0.0028,0.0108,0.0108,0.0108,0.0108,0.0108,0.0098,0.0138,0.0128,0.0178,0.3908,0.0328,0.0248,0.3948,0.3908,0.0018,0.0028,0.5548,0.5798,0.5418,0.5268,0.5268,0.5148,0.5338,0.5218,0.5208,0.5348,0.5188,0.5328,0.5198,0.5048,0.0018,0.0038,0.0168,0.0338,0.0158,0.0218,0.0158,0.0648,0.0858,0.0478,0.1408,0.0318,0.1368,0.0218,0.3888,0.4018
19:05:02,0.0042,0.0062,0.0142,0.0082,0.0112,0.0212,0.0102,0.0432,0.0402,0.0132,0.0492,0.0142,0.0462,0.0172,0.3942,0.3952,0.0032,0.0042,0.0062,0.0092,0.0082,0.0092,0.0082,0.0092,0.0112,0.0132,0.0202,0.0132,0.0332,0.2452,0.4002,0.4042,0.0012,-0.0008,0.5552,0.5622,0.5272,0.5412,0.5132,0.5372,0.5182,0.5422,0.5042,0.5172,0.7652,0.5082,0.5102,0.4912,0.0038,0.0028,0.0108,0.0098,0.0108,0.0108,0.0108,0.0098,0.0138,0.0128,0.0168,0.4028,0.0328,0.0248,0.3948,0.3908,0.0018,0.0028,0.5558,0.5798,0.5418,0.5278,0.5258,0.5158,0.5328,0.5238,0.5208,0.5348,0.5158,0.5328,0.5188,0.5048,0.0008,0.0038,0.0188,0.0338,0.0158,0.0238,0.0158,0.0708,0.1098,0.0618,0.1828,0.0368,0.1688,0.0218,0.3888,0.4018
19:35:02,0.0042,0.0062,0.0152,0.0082,0.0122,0.0232,0.0112,0.0522,0.0452,0.0132,0.0482,0.0152,0.0542,0.0182,0.3942,0.3942,0.0032,0.0042,0.0072,0.0092,0.0082,0.0092,0.0082,0.0092,0.0112,0.0142,0.0202,0.0142,0.0342,0.2432,0.4002,0.4042,0.0012,0.0002,0.5542,0.5612,0.5272,0.5402,0.5142,0.5372,0.5182,0.5422,0.5032,0.5162,0.7762,0.5082,0.5102,0.4922,0.0038,0.0028,0.0108,0.0098,0.0108,0.0108,0.0108,0.0098,0.0138,0.0128,0.0168,0.4028,0.0328,0.0258,0.3968,0.3918,0.0018,0.0028,0.5568,0.5798,0.5418,0.5298,0.5268,0.5178,0.5318,0.5248,0.5208,0.5328,0.5168,0.5318,0.5178,0.5048,0.0018,0.0038,0.0208,0.0308,0.0168,0.0268,0.0168,0.0708,0.1368,0.0778,0.2318,0.0428,0.2078,0.0218,0.3888,0.4018
20:05:02,0.0042,0.0062,0.0162,0.0092,0.0122,0.0272,0.0112,0.0652,0.0522,0.0132,0.0502,0.0162,0.0642,0.0182,0.3942,0.3922,0.0032,0.0042,0.0072,0.0092,0.0082,0.0092,0.0082,0.0092,0.0122,0.0142,0.0202,0.0142,0.0342,0.2402,0.4022,0.4032,0.0012,0.0002,0.5542,0.5602,0.5272,0.5402,0.5122,0.5352,0.5182,0.5412,0.5022,0.5152,0.7832,0.5072,0.5102,0.4932,0.0038,0.0028,0.0108,0.0108,0.0108,0.0108,0.0108,0.0108,0.0148,0.0128,0.0168,0.4048,0.0328,0.0258,0.3968,0.3918,0.0018,0.0028,0.5578,0.5808,0.5418,0.5298,0.5258,0.5178,0.5318,0.5268,0.5208,0.5338,0.5178,0.5318,0.5188,0.5058,0.0018,0.0038,0.0228,0.0278,0.0168,0.0298,0.0168,0.0748,0.1548,0.1008,0.2798,0.0498,0.2448,0.0218,0.3898,0.4028
20:35:02,0.0042,0.0062,0.0182,0.0092,0.0122,0.0342,0.0122,0.0792,0.0612,0.0132,0.0532,0.0182,0.0742,0.0182,0.3932,0.3922,0.0032,0.0042,0.0072,0.0092,0.0082,0.0092,0.0082,0.0092,0.0122,0.0142,0.0202,0.0142,0.0342,0.2382,0.4012,0.4032,0.0012,0.0002,0.5522,0.5592,0.5262,0.5392,0.5112,0.5332,0.5162,0.5402,0.5022,0.5152,0.7892,0.5062,0.5112,0.4952,0.0038,0.0028,0.0098,0.0098,0.0108,0.0108,0.0108,0.0108,0.0148,0.0138,0.0168,0.4048,0.0338,0.0268,0.3978,0.3928,0.0018,0.0028,0.5578,0.5808,0.5398,0.5308,0.5248,0.5188,0.5308,0.5288,0.5218,0.5338,0.5178,0.5318,0.5198,0.5068,0.0018,0.0038,0.0258,0.0248,0.0178,0.0328,0.0178,0.0828,0.1768,0.1298,0.3108,0.0628,0.2728,0.0228,0.3908,0.4038
21:05:02,0.0042,0.0062,0.0192,0.0102,0.0122,0.0502,0.0132,0.0982,0.0742,0.0142,0.0612,0.0202,0.0852,0.0182,0.3932,0.3942,0.0032,0.0042,0.0072,0.0092,0.0082,0.0092,0.0082,0.0092,0.0122,0.0152,0.0202,0.0142,0.0342,0.2352,0.4012,0.4022,0.0012,0.0002,0.5522,0.5592,0.5262,0.5382,0.5102,0.5332,0.5152,0.5402,0.5012,0.5152,0.7972,0.5052,0.5102,0.4952,0.0038,0.0028,0.0108,0.0108,0.0108,0.0108,0.0108,0.0108,0.0148,0.0138,0.0168,0.4038,0.0338,0.0288,0.3978,0.3928,0.0018,0.0028,0.5568,0.5798,0.5398,0.5308,0.5238,0.5188,0.5308,0.5288,0.5208,0.5318,0.5178,0.5308,0.5198,0.5078,0.0018,0.0038,0.0278,0.0248,0.0188,0.0358,0.0188,0.0908,0.1978,0.1488,0.3248,0.0798,0.2838,0.0248,0.3908,0.4038
21:35:02,0.0042,0.0062,0.0212,0.0112,0.0122,0.0742,0.0132,0.1212,0.0942,0.0142,0.0702,0.0232,0.0972,0.0182,0.3922,0.4002,0.0032,0.0042,0.0072,0.0092,0.0082,0.0102,0.0082,0.0092,0.0122,0.0152,0.0212,0.0142,0.0342,0.2312,0.3992,0.3992,0.0012,0.0002,0.5502,0.5592,0.5242,0.5372,0.5072,0.5312,0.5132,0.5382,0.5002,0.5132,0.7982,0.5042,0.5092,0.4942,0.0038,0.0028,0.0108,0.0108,0.0108,0.0108,0.0108,0.0108,0.0158,0.0138,0.0168,0.4068,0.0338,0.0318,0.3968,0.3928,0.0018,0.0028,0.5558,0.5788,0.5378,0.5308,0.5218,0.5188,0.5278,0.5288,0.5188,0.5298,0.5148,0.5288,0.5188,0.5068,0.0018,0.0038,0.0308,0.0238,0.0198,0.0378,0.0198,0.1008,0.2128,0.1598,0.3328,0.1038,0.2928,0.0278,0.3908,0.4038
22:05:02,0.0042,0.0062,0.0242,0.0122,0.0122,0.0972,0.0142,0.1482,0.1192,0.0152,0.0802,0.0272,0.1132,0.0192,0.3912,0.4072,0.0032,0.0042,0.0072,0.0092,0.0082,0.0102,0.0082,0.0092,0.0122,0.0162,0.0212,0.0152,0.0342,0.2282,0.3982,0.3982,0.0012,0.0002,0.5482,0.5562,0.5232,0.5352,0.5062,0.5292,0.5122,0.5362,0.4992,0.5122,0.8022,0.5022,0.5072,0.4942,0.0038,0.0028,0.0108,0.0108,0.0108,0.0108,0.0108,0.0108,0.0158,0.0138,0.0168,0.4088,0.0348,0.0358,0.3968,0.3918,0.0028,0.0028,0.5548,0.5788,0.5378,0.5298,0.5218,0.5178,0.5268,0.5298,0.5188,0.5298,0.5148,0.5278,0.5168,0.5058,0.0018,0.0038,0.0338,0.0248,0.0208,0.0368,0.0208,0.1168,0.2208,0.1748,0.3338,0.1338,0.2948,0.0318,0.3908,0.4048
22:35:02,0.0042,0.0062,0.0272,0.0132,0.0122,0.1052,0.0152,0.1812,0.1292,0.0152,0.0872,0.0312,0.1282,0.0192,0.3902,0.4132,0.0032,0.0042,0.0072,0.0092,0.0082,0.0102,0.0082,0.0092,0.0122,0.0172,0.0212,0.0142,0.0342,0.2252,0.3972,0.3972,0.0012,0.0002,0.5462,0.5562,0.5212,0.5342,0.5042,0.5272,0.5092,0.5342,0.4972,0.5112,0.8042,0.5012,0.5072,0.4932,0.0038,0.0028,0.0108,0.0108,0.0108,0.0108,0.0108,0.0108,0.0168,0.0138,0.0168,0.4108,0.0348,0.0418,0.3958,0.3918,0.0018,0.0028,0.5528,0.5778,0.5348,0.5288,0.5208,0.5168,0.5258,0.5288,0.5168,0.5278,0.5148,0.5268,0.5168,0.5038,0.0018,0.0038,0.0378,0.0238,0.0228,0.0348,0.0218,0.1448,0.2188,0.1878,0.3288,0.1678,0.2948,0.0378,0.3908,0.4038
23:05:02,0.0042,0.0062,0.0302,0.0152,0.0122,0.0962,0.0172,0.2162,0.1362,0.0162,0.0952,0.0372,0.1392,0.0192,0.3892,0.4252,0.0032,0.0042,0.0072,0.0092,0.0082,0.0102,0.0082,0.0092,0.0132,0.0192,0.0212,0.0152,0.0342,0.2222,0.3962,0.3962,0.0012,0.0002,0.5442,0.5552,0.5222,0.5322,0.5032,0.5262,0.5082,0.5342,0.4972,0.5102,0.8072,0.5002,0.5052,0.4932,0.0038,0.0028,0.0108,0.0108,0.0108,0.0108,0.0108,0.0108,0.0168,0.0138,0.0168,0.4138,0.0358,0.0468,0.3958,0.3918,0.0018,0.0028,0.5528,0.5768,0.5328,0.5278,0.5198,0.5168,0.5248,0.5288,0.5178,0.5278,0.5128,0.5248,0.5158,0.5038,0.0018,0.0038,0.0408,0.0238,0.0248,0.0328,0.0228,0.1608,0.2188,0.2008,0.3238,0.2028,0.2948,0.0468,0.3908,0.4048
23:35:02,0.0042,0.0062,0.0342,0.0172,0.0122,0.0812,0.0192,0.2532,0.1482,0.0172,0.1012,0.0422,0.1482,0.0202,0.3882,0.4252,0.0032,0.0042,0.0072,0.0092,0.0082,0.0102,0.0082,0.0092,0.0132,0.0212,0.0212,0.0152,0.0342,0.2192,0.3952,0.3952,0.0012,0.0002,0.5432,0.5532,0.5202,0.5322,0.5012,0.5252,0.5082,0.5322,0.4962,0.5102,0.8072,0.5002,0.5042,0.4932,0.0038,0.0028,0.0108,0.0098,0.0108,0.0108,0.0108,0.0108,0.0168,0.0138,0.0168,0.4168,0.0378,0.0508,0.3968,0.3918,0.0018,0.0028,0.5518,0.5748,0.5328,0.5278,0.5198,0.5148,0.5238,0.5288,0.5168,0.5268,0.5128,0.5248,0.5158,0.5038,0.0018,0.0038,0.0448,0.0238,0.0278,0.0298,0.0248,0.1758,0.2178,0.2098,0.3208,0.2308,0.2958,0.0588,0.3918,0.4058
